25.0,14.0,-1
25.0,14.0,-1
23.0,14.0,-1
23.0,14.0,-1
23.0,14.0,-1
27.0,13.0,-1
26.0,13.0,-1
26.0,13.0,-1
26.0,13.0,-1
26.0,13.0,-1
26.0,13.0,-1
26.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
26.0,13.0,-1
26.0,13.0,-1
26.0,13.0,-1
26.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
26.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
26.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
26.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
26.0,13.0,-1
27.0,13.0,-1
26.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
27.0,13.0,-1
28.0,13.0,-1
28.0,13.0,-1
29.0,13.0,-1
30.0,13.0,-1
29.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
31.0,13.0,-1
31.0,13.0,-1
31.0,13.0,-1
31.0,13.0,-1
31.0,13.0,-1
31.0,13.0,-1
30.0,14.0,0
30.0,13.0,-1
30.0,14.0,0
30.0,13.0,-1
30.0,13.0,-1
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,13.0,-1
30.0,14.0,0
30.0,13.0,-1
29.0,14.0,0
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
29.0,13.0,-1
29.0,14.0,0
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
29.0,13.0,-1
29.0,13.0,-1
29.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,14.0,0
30.0,13.0,-1
30.0,13.0,-1
29.0,14.0,0
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
29.0,13.0,-1
29.0,13.0,-1
29.0,13.0,-1
29.0,13.0,-1
29.0,13.0,-1
29.0,13.0,-1
29.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
29.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,0
30.0,13.0,0
29.0,13.0,0
30.0,13.0,0
30.0,13.0,0
30.0,13.0,0
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
28.0,12.0,-1
28.0,12.0,-1
28.0,12.0,-1
28.0,12.0,-1
28.0,12.0,-1
28.0,12.0,-1
28.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
30.0,12.0,-1
30.0,12.0,0
30.0,12.0,0
30.0,12.0,-1
30.0,12.0,-1
30.0,12.0,-1
30.0,12.0,-1
30.0,12.0,-1
30.0,12.0,-1
30.0,12.0,-1
30.0,12.0,0
30.0,12.0,0
30.0,12.0,0
30.0,12.0,0
30.0,12.0,0
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
30.0,11.0,-1
29.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
31.0,11.0,-1
30.0,11.0,-1
31.0,11.0,-1
31.0,11.0,-1
30.0,11.0,-1
31.0,11.0,-1
31.0,11.0,-1
31.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
30.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
28.0,11.0,-1
29.0,11.0,-1
29.0,12.0,0
30.0,12.0,0
29.0,12.0,0
29.0,12.0,0
29.0,12.0,0
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
29.0,11.0,-1
30.0,12.0,0
30.0,12.0,0
29.0,12.0,0
29.0,12.0,0
29.0,12.0,0
29.0,12.0,0
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
30.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
30.0,12.0,-1
30.0,12.0,-1
30.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
28.0,12.0,-1
28.0,12.0,-1
28.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
30.0,12.0,-1
30.0,12.0,-1
30.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
28.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,12.0,-1
29.0,13.0,0
29.0,13.0,0
29.0,12.0,-1
29.0,13.0,0
30.0,13.0,0
30.0,13.0,0
30.0,13.0,0
30.0,13.0,0
30.0,13.0,0
30.0,13.0,0
30.0,13.0,0
30.0,13.0,0
30.0,13.0,0
29.0,13.0,-1
30.0,13.0,0
29.0,13.0,0
29.0,13.0,0
30.0,13.0,0
30.0,13.0,0
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
29.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
29.0,13.0,-1
29.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
29.0,13.0,-1
30.0,13.0,-1
30.0,13.0,-1
